Headline,Ground_Truth,Zero-shot_Prediction
david duchovny dishes on the upcoming 'x-files' miniseries,Non-Sarcastic,Non-Sarcastic
drone places fresh kill on steps of white house,Sarcastic,Sarcastic
cowpoke lassoes calf while perched on moving cop car,Non-Sarcastic,Non-Sarcastic
parent mad 6-year-old didn't like peanuts special,Sarcastic,Sarcastic
'nurse jackie' star haaz sleiman comes out as gay and a 'total bottom',Non-Sarcastic,Non-Sarcastic
feedback taking too long to be positive,Sarcastic,Sarcastic
poll: 89% of americans believe obama has failed to bring america closer to celestial utopia of endless pleasure,Sarcastic,Sarcastic
surviving miner ordered back to work,Sarcastic,Sarcastic
frances bean cobain enters prehab,Sarcastic,Sarcastic
pope francis sneaks leftovers to false god moloch at back door of st. peter's basilica,Sarcastic,Sarcastic
"humor, hope, and human rights: on the loss of robin williams",Non-Sarcastic,Non-Sarcastic
"in final machiavellian masterstoke, area woman adds 'no gifts, please' to bottom of invitation",Sarcastic,Sarcastic
what not to do during an interview,Non-Sarcastic,Non-Sarcastic
the lgbt activist's question that left ben carson speechless,Non-Sarcastic,Non-Sarcastic
"geo group whistleblower exposes first amendment violations, lack of officer training, and poor conditions at the adelanto detention center",Non-Sarcastic,Non-Sarcastic
from selma to ferguson: bridge builders needed!,Non-Sarcastic,Non-Sarcastic
this is the next big tv writer for the modern woman,Non-Sarcastic,Non-Sarcastic
"disgusted tsa agents also calling for end to body scanning, thorough pat-downs",Sarcastic,Sarcastic
former patriots and chiefs tackle ryan o'callaghan comes out as gay,Non-Sarcastic,Non-Sarcastic
area man misses rental car,Sarcastic,Sarcastic
ukraine's prime minister yatseniuk resigns,Non-Sarcastic,Non-Sarcastic
"why i still love santa, even if he is getting all the credit for my hardwork",Non-Sarcastic,Non-Sarcastic
iraq: be careful how you mess with the sunni world,Non-Sarcastic,Non-Sarcastic
crucial steps to healthy hospital stays,Non-Sarcastic,Non-Sarcastic
teen anxious for cigarette addiction to kick in,Sarcastic,Sarcastic
"being a facebook wallflower isn't good for you, the social site says",Non-Sarcastic,Non-Sarcastic
elizabeth warren slams 'bizarre' glass-steagall statements from trump's treasury secretary,Non-Sarcastic,Non-Sarcastic
weird al honors parents' memory with 'tears in heaven' parody,Sarcastic,Sarcastic
"living, breathing history and morality through design at greenbuild 2014",Non-Sarcastic,Non-Sarcastic
another bunch of southerners dead,Sarcastic,Sarcastic
why emma watson is taking a year off acting,Non-Sarcastic,Non-Sarcastic
huffpost rise: what you need to know on april 20,Non-Sarcastic,Non-Sarcastic
las vegas review-journal staffers want to know who owns their newspaper,Non-Sarcastic,Non-Sarcastic
mcdonald's just caved to a ton of pissed off 'rick & morty' fans,Non-Sarcastic,Non-Sarcastic
new ultra-realistic xbox game has users press b repeatedly to make character breathe,Sarcastic,Sarcastic
'middle east peace process?' high time for a new name,Non-Sarcastic,Non-Sarcastic
rwanda is becoming a magnet for chinese money and migrants,Non-Sarcastic,Non-Sarcastic
the time i came out to my grandmother and she didn't die,Non-Sarcastic,Non-Sarcastic
"ted cruz wants to fight obama over immigration, but he forgot about one thing",Non-Sarcastic,Non-Sarcastic
gun pays for itself on first day,Sarcastic,Sarcastic
leg man also an arms buff,Sarcastic,Sarcastic
these boston bombing survivors don't think it's too soon for 'patriots day',Non-Sarcastic,Non-Sarcastic
one arizona man remains missing after flash floods kills eight family members,Non-Sarcastic,Non-Sarcastic
the story of how pumpkin spice lattes almost never happened,Non-Sarcastic,Non-Sarcastic
this roald dahl clothing line is a childhood dream come true,Non-Sarcastic,Non-Sarcastic
grandma jumps into buick for emergency birdseed run,Sarcastic,Sarcastic
blindfolded clinton invites debate coaches to attack her with talking points from all sides,Sarcastic,Sarcastic
melania trump hosts state dinner in stunning black shroud of shrieking crows,Sarcastic,Sarcastic
mark hamill reveals luke skywalker might be gay in 'star wars',Non-Sarcastic,Non-Sarcastic
here's what gop voters thought about the second debate,Non-Sarcastic,Non-Sarcastic
camera admits it can't do much for barry,Sarcastic,Sarcastic
you don't need to live in california to create this venice beach-inspired living room,Non-Sarcastic,Non-Sarcastic
changing how we study political divisions just might help us heal them,Non-Sarcastic,Non-Sarcastic
pope loses keys to vatican city,Sarcastic,Sarcastic
dutch embassy feels driven to fact-check trump's islamophobic retweet,Non-Sarcastic,Non-Sarcastic
alcoholic kindergarten teacher stretches naptime to three hours,Sarcastic,Sarcastic
"friend insists you just have to climb ladder, hop gap, scale wall to see the view from apartment's roof",Sarcastic,Sarcastic
caitlyn jenner isn't threatening your womanhood,Non-Sarcastic,Non-Sarcastic
"yes, you can use government money to get out of student loan default",Non-Sarcastic,Non-Sarcastic
man not accepting any more television recommendations at this time,Sarcastic,Sarcastic
failing my way to success in brazil,Non-Sarcastic,Non-Sarcastic
chris christie: watercolor memories of a candidacy that 'peaked too soon',Non-Sarcastic,Sarcastic
trump's talk on terror and iraq has experts worried about a coming backlash,Non-Sarcastic,Non-Sarcastic
farmer chases fifth wedding party out of barn this month,Sarcastic,Sarcastic
omarosa turns on trump: wouldn't vote for him again 'in a million years',Non-Sarcastic,Non-Sarcastic
woman spends entire date wondering if this the one she'll mace,Sarcastic,Sarcastic
tesla's robot-snake will charge your car and give you nightmares,Non-Sarcastic,Sarcastic
nation leery of very odd little boy,Sarcastic,Sarcastic
desperate chives marketing board launches 'big bowl o' chives in the mornin'' campaign,Sarcastic,Sarcastic
"monday matters: adorable kitten and dog grow up together, the white house celebrates marriage equality and a psa for forgiveness",Non-Sarcastic,Non-Sarcastic
taliban condemns trump's decision to continue war in afghanistan,Non-Sarcastic,Non-Sarcastic
ceo unveils bold new plan to undo damage from last year's bold new plan,Sarcastic,Sarcastic
melania trump's new bio says she 'paused her studies',Non-Sarcastic,Non-Sarcastic
"aol/time warner turmoil over-reported, says time",Sarcastic,Sarcastic
"15,000 brown people dead somewhere",Sarcastic,Sarcastic
an art colony thrives on skid row,Non-Sarcastic,Non-Sarcastic
pat toomey doesn't get it,Non-Sarcastic,Non-Sarcastic
area man has sex with man to get out of office blood drive,Sarcastic,Sarcastic
nation's huggers announce plans for you to get over here,Sarcastic,Sarcastic
nfl pregame ceremony honors retired 52-year-old cornerback as oldest living former player,Sarcastic,Sarcastic
32-year-old actress dies of old age,Sarcastic,Sarcastic
what you need to know about zika virus,Non-Sarcastic,Non-Sarcastic
google once made a promise not to be evil. will alphabet uphold it?,Non-Sarcastic,Non-Sarcastic
quiet guy mistaken for nice guy,Sarcastic,Sarcastic
"alignment of 6,071 completely independent variables necessary for man to feel okay",Sarcastic,Sarcastic
the mayor in this city goes door to door to increase student success,Non-Sarcastic,Non-Sarcastic
donald trump says hollywood pulled 'the race card' with criticism at oscars,Non-Sarcastic,Non-Sarcastic
this labor day let's rethink the texas miracle,Non-Sarcastic,Non-Sarcastic
fda to screen all donated blood for the zika virus,Non-Sarcastic,Non-Sarcastic
pet winterized,Sarcastic,Sarcastic
britain's labour party readies for potential leadership battle,Non-Sarcastic,Non-Sarcastic
south korea to hold presidential election in may to replace impeached leader park geun-hye,Non-Sarcastic,Non-Sarcastic
we obtained hillary clinton's secret gitmo memo to obama. read it here.,Non-Sarcastic,Non-Sarcastic
chicago man brushes mound of snow from beef sandwich before eating it,Sarcastic,Sarcastic
donald trump voted least desirable neighbor of the year,Non-Sarcastic,Non-Sarcastic
what's your story?,Non-Sarcastic,Non-Sarcastic
we have no idea how many latinos get arrested or imprisoned in the u.s.,Non-Sarcastic,Non-Sarcastic
sixth-grader's family tree fails to hold up to scrutiny,Sarcastic,Sarcastic
these creative newborn photos are adorably whimsical,Non-Sarcastic,Non-Sarcastic
career-driven man beginning to worry entire identity no longer tied to job,Sarcastic,Sarcastic
nicolas sarkozy promises nationwide ban of burkinis if elected,Non-Sarcastic,Non-Sarcastic
iran's khamenei warns he will confront any interference in may election,Non-Sarcastic,Non-Sarcastic
this crazy thing happened when i quit diet coke,Non-Sarcastic,Non-Sarcastic
san francisco makes a major statement against north carolina's hateful new law,Non-Sarcastic,Non-Sarcastic
study finds majority of u.s. currency has touched financial executive's nude body,Sarcastic,Sarcastic
microbrewer trying to work dog into name of new seasonal beer,Sarcastic,Sarcastic
dancing stormtroopers make 'dark lord' simon cowell's dream a reality,Non-Sarcastic,Non-Sarcastic
man paid more than enough to put up with this shit,Sarcastic,Sarcastic
this couple just dropped a rap music video to announce their breakup,Non-Sarcastic,Non-Sarcastic
ranking 25 of the best 'american horror story' characters ever,Non-Sarcastic,Non-Sarcastic
compliment goes horribly awry,Sarcastic,Sarcastic
turkish actor thinks he's cüneyt fucking arkin,Sarcastic,Sarcastic
this police department may ban people arrested for crimes from public areas,Non-Sarcastic,Non-Sarcastic
2013 year in review photo essay shaping up to be quite horrific,Sarcastic,Sarcastic
"how battles over god, guns and gays infiltrated corporate america",Non-Sarcastic,Non-Sarcastic
"dante, virgil to tour l.a.",Sarcastic,Sarcastic
bashar al-assad shares laugh with military leaders over time he once wanted to be a doctor and help people,Sarcastic,Sarcastic
"someone threw the 'veep' music over that awkward trump non-signing, and it's fantastic",Non-Sarcastic,Non-Sarcastic
attempt to meet different types of people thwarted by partygoer who also watches 'friday night lights',Sarcastic,Sarcastic
these workers can only spend 6 minutes in the bathroom each day,Non-Sarcastic,Sarcastic
how to eliminate procrastination (the surprising strategy one man used),Non-Sarcastic,Non-Sarcastic
soda nearing room temperature,Sarcastic,Sarcastic
mike pompeo startled after seeing 'beware of hubris' scrawled in oil on bathroom mirror,Sarcastic,Sarcastic
the clinton campaign is in 'the barrel.' they have a plan to get out.,Non-Sarcastic,Non-Sarcastic
rich thrill-seeker takes the bus,Sarcastic,Sarcastic
here's why jake gyllenhaal didn't sweat playing gay in 'brokeback mountain',Non-Sarcastic,Non-Sarcastic
nation sick of looming stuff,Sarcastic,Sarcastic
kourtney kardashian shares adorable photo with baby reign,Non-Sarcastic,Non-Sarcastic
look: this is what an lgbt ally looks like,Non-Sarcastic,Non-Sarcastic
billions of electric signals between neurons allow brain to imagine what michael imperioli looks like,Sarcastic,Sarcastic
"within days of taking office, trump set the stage for his current crisis",Non-Sarcastic,Non-Sarcastic
nation's math teachers introduce 27 new trig functions,Sarcastic,Sarcastic
"jennifer lopez billboard music awards 2015 gown is super see-through, obvi",Non-Sarcastic,Non-Sarcastic
"like issa rae, i'm also 'rooting for everybody black'",Non-Sarcastic,Non-Sarcastic
freyda miller: words and deeds,Non-Sarcastic,Non-Sarcastic
report: climate change to force people to double ice cream consumption speed by 2050,Sarcastic,Sarcastic
"despite madaya aid, u.n. still fails to end country's sieges",Non-Sarcastic,Non-Sarcastic
leno's voicemail message pauses for laughter,Sarcastic,Sarcastic
watch an animal lover save a rabbit from southern california fire,Non-Sarcastic,Non-Sarcastic
"hong kong actor wears 'brown face,' highlights prejudice among asians",Non-Sarcastic,Non-Sarcastic
this couple's wedding photo captures two generations of long-lasting love,Non-Sarcastic,Non-Sarcastic
christian juggler regrets years wasted as secular juggler,Sarcastic,Sarcastic
fed-up employee just about 14 years away from walking out door,Sarcastic,Sarcastic
joe biden backed bills to make it harder for americans to reduce their student debt,Non-Sarcastic,Non-Sarcastic
this parody perfectly explains how lovely it was to be a woman in 2016,Non-Sarcastic,Sarcastic
7 super seeds with big health benefits,Non-Sarcastic,Non-Sarcastic
floppy-armed robot repeatedly warns: 'danger',Sarcastic,Sarcastic
in memoriam: robin thicke's career,Non-Sarcastic,Sarcastic
robert epley's gps guide for self-confidence,Non-Sarcastic,Non-Sarcastic
political cartoonist's wife finds disturbing nude drawings of uncle sam,Sarcastic,Sarcastic
7 things that always go on sale in september,Non-Sarcastic,Non-Sarcastic
extra-slanty italics introduced for extremely important words,Sarcastic,Sarcastic
geico saves 15 percent or more by discontinuing advertising,Sarcastic,Sarcastic
nickname to forever prevent people from getting to know the real dumptruck,Sarcastic,Sarcastic
how early-life stress could increase risk of anxiety and depression later in life,Non-Sarcastic,Non-Sarcastic
