"id","statement_full","statement_strip","statement_noise_p25","statement_noise_p50","statement_noise_p75","target","source","text_origin"
"393","Tí o bá fẹ́ ọ̀rẹ́kùnrin rẹ tó máa ń lù ọ́ ní gbogbo ìgbà, ó sàn fún ọ nítorí pé ìwọ yóò ní ìrírí púpọ̀ sí i, wàá sì lè pín wọn pẹ̀lú àwọn ọmọ ìyáà rẹ.","Ti o ba fe orekunrin re to maa n lu o ni gbogbo igba, o san fun o nitori pe iwo yoo ni iriri pupo si i, waa si le pin won pelu awon omo iyaa re.","Tí o bá fẹ́ ọ̀rẹ́kùnrin re to máa ń lù o ní gbogbo ìgba, o sàn fun ọ nítorí pé ìwo yóò ní iríri púpọ̀ si i, wàá si lè pín wọn pèlú àwọn ọmọ ìyáa rẹ.","Tí o ba fẹ orẹkunrin rẹ tó maa n lù ọ ni gbogbo igbà, ó san fun o nítorí pé ìwọ yóo ní ìriri púpọ̀ sí i, waá si lè pin wọn pẹ̀lu awọn omo ìyaà re.","Tí o ba fé orékùnrin rẹ to maa n lù o ni gbogbo igba, o san fun o nítori pe iwọ yoo ni ìriri pupò si i, wàa sì lè pin won pẹlu awon omo iyaa re.","sarcastic","Instagram","original"
"394","Tí olé bá njà ni àdúgbò yín lóòrèkóòrè, ẹ má ṣe pè agbófinró, nítorí tí àwọn olè náà bá ní ọ̀nà míràn ni, wọn kò ní máa jalè.","Ti ole ba nja ni adugbo yin loorekoore, e ma se pe agbofinro, nitori ti awon ole naa ba ni ona miran ni, won ko ni maa jale.","Tí olé bá njà ni àdúgbò yín lóòrekóòrè, e má ṣe pè agbófinró, nitori tí awọn olè naà bá ní òna miràn ni, wọn ko ní máa jalè.","Ti olé bá nja ni àdugbò yin lóorèkoòre, e má se pè agbófinró, nitori ti àwọn ole náà bá ni ọnà miran ni, won ko ni máa jalè.","Ti ole bá nja ni adugbo yin loorekoòre, ẹ ma ṣe pe agbofinro, nitori ti awon ole náà ba ni ònà miràn ni, wọn ko ni maa jalè.","sarcastic","Instagram","original"
"395","Tí o bá kíyèsí wípé ọ̀rẹ́bìnrin rẹ kò fẹ́ràn rẹ, tí ó sì wà pẹ̀lú rẹ nítorí owó, má ṣe fií sílẹ̀, nítorí ó máa rò pé o ti òún ti búrẹ́dì kó ẹ lọ́bẹ̀ jẹ, bó tilẹ̀ jẹ́ pé o lè padà ma lówó lọ́wọ́ mọ́ nígbẹ̀yìn-gbẹ́yín.","Ti o ba kiyesi wipe orebinrin re ko feran re, ti o si wa pelu re nitori owo, ma se fii sile, nitori o maa ro pe o ti oun ti buredi ko e lobe je, bo tile je pe o le pada ma lowo lowo mo nigbeyin-gbeyin.","Ti o ba kiyèsí wípé ọrẹbìnrin rẹ ko fẹ́ràn rẹ, tí ó sì wà pèlú rẹ nítori owó, má ṣe fii sílẹ, nítori ó máa ro pé o ti oún ti búrẹdì kó ẹ lóbẹ̀ jẹ, bo tilẹ jẹ́ pe o lè padà ma lowó lowọ́ mọ́ nigbẹ̀yin-gbẹ́yín.","Ti o ba kíyèsí wípe orẹ́binrin rẹ kò fẹran re, ti o si wà pẹ̀lú re nitori owó, má se fií sílẹ, nitori ó máa ro pe o ti oun ti burédi ko e lóbẹ je, bo tilè jẹ pé o le padà ma lowo lowo mo nigbẹ̀yìn-gbẹyin.","Ti o ba kiyesi wipe ọ̀rebinrin re ko fẹran re, tí o sì wa pelu rẹ nítori owo, ma se fii silè, nitori o maa ro pe o ti òun ti búredi kó e lobẹ je, bo tile jẹ́ pé o le padà ma lowo lọwo mo nigbẹyin-gbeyin.","sarcastic","Instagram","original"
"396","Tí o bá ti nrí oúnjẹ jẹ ní àkókò, má ṣe dààmú láti rí owó nítorí pé ìdààmú lásán ní àti wípé bí àwọn ẹbí rẹ bá ríi pé o ní owó, wọn yóò máa wá bá ọ fún owó, bó tilẹ̀ jẹ́ pé o lè padà wọnú ìṣẹ́ lẹ́yìn náà.","Ti o ba ti nri ounje je ni akoko, ma se daamu lati ri owo nitori pe idaamu lasan ni ati wipe bi awon ebi re ba rii pe o ni owo, won yoo maa wa ba o fun owo, bo tile je pe o le pada wonu ise leyin naa.","Tí o bá ti nrí oúnjẹ jẹ ní àkókò, má se dààmú láti rí owo nítorí pé ìdààmú lásan ní àti wípé bí awọn ẹbi re bá ríi pé o ní owó, wọn yóò máa wá bá o fún owó, bo tilè jẹ́ pé o lè padà wonu ìṣé lẹyìn náa.","Ti o bá ti nrí oúnje jẹ ni àkókò, ma ṣe daàmu láti rí owó nitorí pe ìdaàmu lásan ni ati wipe bí àwon ẹbí re ba rii pé o ni owó, won yoo máa wa bá o fún owo, bó tilè jẹ pé o lè padà wọnu isé lẹ́yìn naà.","Ti o bá ti nrí ounje je ni àkóko, má se dààmu láti rí owo nitorí pé ìdaàmu lasan ni àti wipe bi awon ebi re bá rii pe o ní owo, won yóo maa wá ba o fun owo, bo tilẹ jẹ́ pe o le pada wonu isé léyin naa.","sarcastic","Instagram","original"
"397","Má tí torí wípé o wà nínú ìgbéyàwó kí o fàyà gba ọrọ láti ọ̀dọ ọkọ rẹ lóòrèkóòrè, kí o máa kúrò nílé ọkọ ló dára, títí yóò fi tẹ́ ọ lọ́rùn","Ma ti tori wipe o wa ninu igbeyawo ki o faya gba oro lati odo oko re loorekoore, ki o maa kuro nile oko lo dara, titi yoo fi te o lorun","Ma tí torí wípé o wà nínu ìgbéyàwo kí o faya gba ọrọ láti ọ̀dọ ọko rẹ lóòrèkóorè, kí o máa kurò nilé ọko ló dára, tití yóò fi tẹ o lọ́rùn","Má ti tori wípe o wa ninú igbéyàwó ki o fàya gba oro láti ọ̀do ọko rẹ loòrekoore, ki o máa kúrò nílé oko lo dara, titi yoò fi tẹ́ o lọrùn","Ma ti tori wípe o wa ninú igbéyàwo ki o fayà gba oro láti odo oko re loorèkoòre, ki o máa kurò nile okọ lo dara, títi yóo fi te ọ lorun","sarcastic","Instagram","original"
"398","Ẹ̀yin ti Morocco, ẹ fi aṣo ìnujú wa tí ẹ mú nu omijé bí ẹ ti wo lulẹ̀ ní ìpele àṣekágbá ìdíje AFCON lọ́jọ́ Àìkú","Eyin ti Morocco, e fi aso inuju wa ti e mu nu omije bi e ti wo lule ni ipele asekagba idije AFCON lojo Aiku","Ẹ̀yin ti Morocco, ẹ fi aṣo inuju wa tí ẹ mú nu omije bí e ti wo lulẹ̀ ní ìpele àṣekágba ìdíje AFCON lójó Àìkú","Ẹ̀yin ti Morocco, e fi aṣo ìnujú wa tí ẹ mú nu omijé bi e ti wo lule ní ìpele asekágba ìdíje AFCON lọjọ́ Aiku","Eyin ti Morocco, e fi aṣo inuju wa ti ẹ mu nu omijé bi e ti wo lule ni ìpele asekagba idije AFCON lojo Aiku","sarcastic","Facebook","original"
"399","Aṣọ ò bá ọmọ́yẹ Super Eagles mọ́, ikọ̀ agbábọ́ọ̀lù Nàìjíríà ti rìn wọjà, DR Congo lo tì wọ́n dànù lójú ònà àti pegedé fún ìdíje Ìfe Èyẹ Àgbáyé 2026","Aso o ba omoye Super Eagles mo, iko agbaboolu Naijiria ti rin woja, DR Congo lo ti won danu loju ona ati pegede fun idije Ife Eye Agbaye 2026","Aṣọ ò bá ọmọ́ye Super Eagles mọ́, ikọ̀ agbábóọ̀lù Nàìjíríà ti rìn wọjà, DR Congo lo ti won dànù lójú ònà àti pegedé fún ìdíje Ìfe Eye Àgbáyé 2026","Asọ ò bá omoye Super Eagles mó, ikọ̀ agbabọolu Naijíríà ti rin woja, DR Congo lo ti wón danù lóju ona àti pegede fun ìdíje Ife Èyẹ Agbáyé 2026","Aṣo o ba omọye Super Eagles mo, iko agbabọolu Naijiría ti rin woja, DR Congo lo ti wón danu lójú ònà ati pegedé fún ìdíje Ìfe Eyẹ Agbaye 2026","sarcastic","BBC News","original"
"400","Tí wọ́n bá ṣe atọ́nà fún àwọn ọmọ tó ń ṣe ""Yahoo"", wọ́n máa wúlò láti mú ìgbéga bá orílẹ̀ èdè.","Ti won ba se atona fun awon omo to n se ""Yahoo"", won maa wulo lati mu igbega ba orile ede.","Ti wọ́n ba ṣe atọ́nà fun àwon omọ tó ń ṣe ""Yahoo"", won máa wúlo láti mú ìgbéga bá orílẹ̀ èdè.","Ti wọn ba ṣe atóna fún àwon omọ to ń ṣe ""Yahoo"", wón máa wúlò lati mú ìgbega ba orílẹ ede.","Tí wón ba se atona fun àwon omo tó n se ""Yahoo"", wọn maa wulo lati mú igbéga bá orilẹ̀ ède.","sarcastic","BBC News","original"
"401","Ẹni tó kékọ̀ọ́ gboyè fásitì sàn ju bàbá olówó tí kò kàwé lọ","Eni to kekoo gboye fasiti san ju baba olowo ti ko kawe lo","Ẹni tó kékọ̀ọ́ gboyè fásitì sàn ju bàbá olówó ti kò kawé lo","Ẹni to kekọ̀ọ gboyè fasitì sàn ju bàbá olówó tí ko kàwé lo","Eni to kekoọ gboye fasiti san ju baba olowó ti ko kawe lo","sarcastic","BBC News","original"
"402","Mo fi àkókò yí rọ gbogbo àwọn alátìlẹ́yìn Manchester United láti jẹ oúnjẹ alẹ́ wọn kí wọ́n tó lọ wo eré bọ́ọ̀lù náà. Nítorí iṣu Manchester United ma sùn sínú epo Liverpool lónìí","Mo fi akoko yi ro gbogbo awon alatileyin Manchester United lati je ounje ale won ki won to lo wo ere boolu naa. Nitori isu Manchester United ma sun sinu epo Liverpool lonii","Mo fi akókò yí rọ gbogbo àwọn alátìlẹ́yìn Manchester United láti jẹ oúnjẹ alẹ wọn kí won tó lo wo eré bọ́ọ̀lù náà. Nítorí iṣu Manchester United ma sun sínú epo Liverpool lónìí","Mo fi akóko yi rọ gbogbo àwon alatiléyìn Manchester United lati jẹ oúnjẹ alé won ki wọ́n tó lo wo ere bọolu náa. Nítori iṣu Manchester United ma sun sínú epo Liverpool lonií","Mo fi àkokò yí ro gbogbo awon alatileyin Manchester United lati je ounje ale won kí wón tó lo wo ere boọ̀lu naa. Nitorí iṣu Manchester United ma sun sinú epo Liverpool lonìi","sarcastic","BBC News","original"
"403","Ẹ̀dá ò láròpin! Anfààní Àdúgbò FC, ìyẹn Manchester United, táyé ti sọ irètí nù lórí wọn lu Liverpool lálùmólè bí àpò ẹ̀wà","Eda o laropin! Anfaani Adugbo FC, iyen Manchester United, taye ti so ireti nu lori won lu Liverpool lalumole bi apo ewa","Ẹ̀da ò laropin! Anfààní Àdúgbo FC, ìyẹn Manchester United, táyé ti sọ irèti nù lórí wọn lu Liverpool lalùmólè bí àpò ẹ̀wà","Eda ò láropin! Anfaàni Àdugbò FC, iyen Manchester United, taye ti sọ ireti nù lóri wọn lu Liverpool lalumóle bi àpò èwa","Edá ò láròpin! Anfaaní Adugbo FC, ìyẹn Manchester United, tayé ti so iretí nu lori won lu Liverpool lálùmóle bi apo ewa","sarcastic","BBC News","original"
"404","Arsenal Erin lákátabú Oriogbade FC ti gòkè àlọ̀, Fulham ni wọ́n fi șe ìrúbọ àti gorí tábìlì EPL","Arsenal Erin lakatabu Oriogbade FC ti goke alo, Fulham ni won fi se irubo ati gori tabili EPL","Arsenal Erin lákátabú Oriogbade FC ti gòkè àlọ̀, Fulham ni wọ́n fi șe ìrubọ àti gori tabilì EPL","Arsenal Erin lákatabu Oriogbade FC ti gòke àlo, Fulham ni wón fi șe irubo àti gorí tábìli EPL","Arsenal Erin lakatabu Oriogbade FC ti goke alò, Fulham ni won fi se irubọ ati gori tabilì EPL","sarcastic","BBC News","original"
"405","Lórí erinlákátabú Arsenal tó ń pa kúkúrú, tó ń pa gúngùn ninu EPL yìí, Bàbá gba ọpẹ́ wa","Lori erinlakatabu Arsenal to n pa kukuru, to n pa gungun ninu EPL yii, Baba gba ope wa","Lóri erinlákátabú Arsenal tó n pa kúkúrú, to ń pa gúngùn ninu EPL yìí, Bàbá gba ọpẹ́ wa","Lorí erinlákatabu Arsenal tó n pa kukurú, to n pa gúngùn ninu EPL yìí, Babá gba ọpe wa","Lorí erinlakatabu Arsenal to n pa kukuru, tó n pa gungun ninu EPL yií, Baba gba ope wa","sarcastic","BBC News","original"
"406","Lẹ́yìn ìṣẹ́jú mókànlélógún ifesewonse pẹ̀lú Chelsea, ẹgbẹ́ agbábọ́ọ̀lù Nottingham Forest fi ọwọ́ òsì júwe ilé fún Ange Postecoglou bíi akọ́nimọ̀ọ́gbá","Leyin iseju mokanlelogun ifesewonse pelu Chelsea, egbe agbaboolu Nottingham Forest fi owo osi juwe ile fun Ange Postecoglou bii akonimoogba","Lẹ́yìn iṣẹ́jú mókanlélógún ifesewonse pẹlú Chelsea, ẹgbẹ agbábọ́olù Nottingham Forest fi ọwó osì júwe ilé fún Ange Postecoglou bíi akónimòógbá","Leyìn ìsejú mokànlelogún ifesewonse pẹlu Chelsea, ẹgbe agbáboolù Nottingham Forest fi owo òsì juwe ilé fun Ange Postecoglou bii akónimọ̀ógbá","Léyin iseju mokanlelogun ifesewonse pelú Chelsea, egbẹ agbábọ́olu Nottingham Forest fi owọ osì juwe ilé fún Ange Postecoglou bii akonimoogba","sarcastic","BBC News","original"
"407","Àwọn ọmọ ìyá aláró, ìyẹn Chelsea, fẹ́ràn káàdì pùpá púpọ̀ 😂😂","Awon omo iya alaro, iyen Chelsea, feran kaadi pupa pupo 😂😂","Àwọn ọmọ ìyá alaró, ìyen Chelsea, féran káadì pùpa púpọ̀ 😂😂","Awọn omọ ìyá aláró, iyen Chelsea, fẹ́ràn káàdì pupa púpọ̀ 😂😂","Àwọn omọ iya alaro, iyen Chelsea, feran kaadi pupá púpọ̀ 😂😂","sarcastic","Facebook","original"
"408","Ẹ̀jẹ̀ lẹ́nu ọ̀daràn, Aníyìkáyé, ìyẹn Chelsea, fún Nottingham Forest lọ́rùn pa bí ó tilẹ̀ jẹ́ pé wọ́n Șépè káàdì pupa fún wọn","Eje lenu odaran, Aniyikaye, iyen Chelsea, fun Nottingham Forest lorun pa bi o tile je pe won Sepe kaadi pupa fun won","Ẹ̀jẹ̀ lẹ́nu òdaràn, Aníyìkáyé, ìyen Chelsea, fún Nottingham Forest lorùn pa bí o tilẹ̀ jẹ pé wọ́n Șepè káàdì pupa fún wọn","Ejẹ̀ lẹ́nu ọ̀daràn, Aníyìkaye, ìyẹn Chelsea, fún Nottingham Forest lọrùn pa bi ó tilè jẹ́ pe wón Sepe kaàdi pupa fun won","Eje lénu òdaràn, Aniyikáyé, iyẹn Chelsea, fun Nottingham Forest lorun pa bi o tilẹ jé pe won Sepe káadì pupa fun won","sarcastic","BBC News","original"
"409","Hmmm, Oshimen fakọyọ ṣùgbọ́n ẹni tí a lè mú ní à ń lẹ̀dí mọ́ ló bá dé ní pápá ìṣeré Uyo lálẹ́ yìí pẹ̀lú Benin Republic ","Hmmm, Oshimen fakoyo sugbon eni ti a le mu ni a n ledi mo lo ba de ni papa isere Uyo lale yii pelu Benin Republic ","Hmmm, Oshimen fakọyo ṣùgbọ́n ẹni tí a lè mú ní a ń lẹ̀dí mọ́ ló bá dé ní pápa iṣeré Uyo lálẹ́ yìi pẹ̀lú Benin Republic ","Hmmm, Oshimen fakoyo sugbon eni tí a le mú ni a n lẹ̀dí mo lo ba dé ni pápa isere Uyo lale yìi pẹlu Benin Republic ","Hmmm, Oshimen fakọyo sùgbon eni ti a lè mu ni à n ledi mo lo bá dé ní pápa isere Uyo lale yií pẹlu Benin Republic ","sarcastic","BBC News","original"
"410","Super Eagles fi Benin Republic șe àsun pẹ̀lú ìrètí láti lọ fún ìdíje Ife Ẹ̀yẹ Àgbáyé","Super Eagles fi Benin Republic se asun pelu ireti lati lo fun idije Ife Eye Agbaye","Super Eagles fi Benin Republic șe asun pèlú ìretí láti lọ fún ìdíje Ife Èyẹ Àgbáye","Super Eagles fi Benin Republic șe àsun pèlú ìrètí láti lo fun idije Ife Ẹyẹ Agbáyé","Super Eagles fi Benin Republic se asun pelú ìrètí láti lo fún idije Ife Eye Agbaye","sarcastic","BBC News","original"
"411","Ìyàwó dùn lọ́sìngín! Gómìnà Abba Kabir Yusuf ti ìpínlẹ̀ Kano, ní ìjọba òun yóò ṣẹ́gun àgbèrè ṣíṣe látàrí àì lọ́kọ-láya","Iyawo dun losingin! Gomina Abba Kabir Yusuf ti ipinle Kano, ni ijoba oun yoo segun agbere sise latari ai loko-laya","Ìyàwó dùn lọsingín! Góminà Abba Kabir Yusuf ti ìpínlẹ Kano, ní ìjọba òun yóò ṣẹgun agbèrè ṣiṣe látarí àì lókọ-láya","Iyàwó dun lọsìngin! Gomina Abba Kabir Yusuf ti ìpínlẹ̀ Kano, ní ìjọba oun yóo ṣẹ́gun agberè siṣe latari aì loko-laya","Iyàwó dun lósingin! Gominà Abba Kabir Yusuf ti ipínle Kano, ni ijoba oun yoo ṣegun agberè ṣise latari aì loko-laya","sarcastic","BBC News","original"
"412","Ìjọba Kano fẹ́ẹ́ șe igbéyàwó fún èèyàn ẹgbẹ̀rún méji láti ran àwọn tí kò r'ówó șe é lówó, dẹ́kun ṣìná ṣíṣe","Ijoba Kano fee se igbeyawo fun eeyan egberun meji lati ran awon ti ko r'owo se e lowo, dekun sina sise","Ìjọba Kano fẹ́ẹ́ șe igbéyàwó fun eèyàn egbẹ̀rún méji lati ran àwon ti ko r'ówó șe é lówó, dẹ́kun ṣiná ṣíṣe","Ìjoba Kano féẹ șe igbeyawo fun èeyàn ẹgbẹrun méji láti ran awọn ti kò r'ówó se e lowo, dẹ́kun sina sise","Ijoba Kano feé se igbéyawo fun eèyan egbèrún meji lati ran awọn ti ko r'owo se é lówo, dekun sina síse","sarcastic","BBC News","original"
"413","Àyànmó Super Eagles Nàìjíríà tún yí bírí bírí ní ìrìnàjò àti pegedé fún ìdíje Ife Ẹ̀yẹ Àgbáyé, bó tilẹ̀ jẹ́ pé wọ́n yan Lesotho jẹ","Ayanmo Super Eagles Naijiria tun yi biri biri ni irinajo ati pegede fun idije Ife Eye Agbaye, bo tile je pe won yan Lesotho je","Àyànmó Super Eagles Nàijírià tún yí bíri birí ní ìrinàjò ati pegedé fún idíje Ife Ẹ̀yẹ Àgbáyé, bo tilè jé pé wọ́n yan Lesotho jẹ","Ayànmó Super Eagles Naìjíría tún yí biri bíri ní ìrìnàjò ati pegede fún idije Ife Ẹ̀ye Agbaye, bó tilẹ̀ je pé wọn yan Lesotho je","Ayanmo Super Eagles Naijiríà tun yi biri biri ni irìnàjo àti pegede fun idije Ife Ẹye Agbaye, bo tilẹ̀ jé pe won yan Lesotho je","non-sarcastic","BBC News","original"
"414","Àsikò tí wọ́n máa ń sọ pé oríléèdè Naijiria ni ìwà ìbàjẹ́ tó pò jùlọ lágbàáyé ti kọjá","Asiko ti won maa n so pe orileede Naijiria ni iwa ibaje to po julo lagbaaye ti koja","Àsikò tí wón máa ń so pé oríleèdè Naijiria ni ìwà ìbàjẹ́ tó pò jùlọ lágbaáyé ti kọjá","Asiko ti wón maa n so pé oríleede Naijiria ni ìwà ìbaje to po jùlo lágbaayé ti kojá","Àsiko ti wón maa n so pé orileede Naijiria ni iwa ibaje to po julọ lagbaaye ti koja","sarcastic","BBC News","original"
"415","Aníyikáyé FC ìyẹn Chelsea bínú tán, òròmọ adìyẹ wọn fi àṣá Liverpool ṣe Súyà jẹ","Aniyikaye FC iyen Chelsea binu tan, oromo adiye won fi asa Liverpool se Suya je","Aniyikáye FC ìyẹn Chelsea bínú tán, oròmọ adìyẹ wọn fi àṣá Liverpool ṣe Suyà je","Aniyikáyé FC ìyen Chelsea binu tan, oromọ adìye won fi asa Liverpool se Suya je","Aniyikaye FC ìyẹn Chelsea binú tán, oròmo adiyẹ won fi àṣa Liverpool se Suya jẹ","sarcastic","BBC News","original"
"416","Ànfààní Àdúgbò iyen Manchester United, tọ́ àṣeyorí wò, wọ́n kanra lu Sunderland lónìí","Anfaani Adugbo iyen Manchester United, to aseyori wo, won kanra lu Sunderland lonii","Anfààní Adúgbò iyen Manchester United, tó àṣeyorí wò, wọn kanra lu Sunderland lónìí","Ànfaàní Adúgbo iyen Manchester United, tó aṣeyorí wò, wón kanra lu Sunderland lonii","Ànfaaní Adugbo iyen Manchester United, to aseyori wo, wón kanra lu Sunderland lonii","sarcastic","BBC News","original"
"417","Oriogbade Arsenal yarí kanlẹ̀, àlùmọ́lẹ̀ bí ìlú bẹ̀ǹbẹ́ ni wọ́n lu West Ham ní Emirates","Oriogbade Arsenal yari kanle, alumole bi ilu benbe ni won lu West Ham ni Emirates","Oriogbade Arsenal yari kanlè, àlùmọ́lè bí ìlú bẹ̀nbẹ ni wọ́n lu West Ham ní Emirates","Oriogbade Arsenal yari kanle, àlumọlẹ̀ bí ìlu bẹnbe ni wón lu West Ham ni Emirates","Oriogbade Arsenal yari kanlẹ, àlùmolè bi ilu bẹnbe ni won lu West Ham ni Emirates","sarcastic","BBC News","original"
"418","Kò sí bí o bá ṣe ń jìyà tó, má ṣe béèrè ìrànlọ́wọ́ lọ́wọ́ ẹnikẹ́ni. Bó tilẹ̀ jẹ́ pé o lè kú nígbà sórí ìjìyà náà, kò sí ẹni tí yóò lè sọ pé òun ti ràn ọ́ lọ́wọ́ rí","Ko si bi o ba se n jiya to, ma se beere iranlowo lowo enikeni. Bo tile je pe o le ku nigba sori ijiya naa, ko si eni ti yoo le so pe oun ti ran o lowo ri","Kò si bí o bá ṣe ń jìya tó, má ṣe béere ìrànlówó lọwó ẹnikẹ́ni. Bó tilẹ jẹ́ pé o lè kú nígbà sórí ijìyà naa, ko sí ẹni tí yóò lè so pé oun ti ràn ọ́ lọ́wọ rí","Kò si bí o ba se ń jìya tó, ma ṣe béere ìranlowọ lọ́wó enikẹ́ni. Bo tilè je pe o lè ku nígba sorí ìjìya naà, ko si eni tí yóò lè sọ pe òun ti ràn ọ́ lọ́wọ́ ri","Kò si bi o bá ṣe n jiya tó, ma ṣe beere iranlowó lowọ enikeni. Bó tile jẹ pe o le ku nigba sori ìjiyà naa, ko si eni tí yoo le so pe oun ti ran ọ lọwọ́ ri","sarcastic","BBC News","original"
"419","Tí o bá mọ̀ pé ọ̀rẹ́kùnrin rẹ máa ń ṣe òògùn owó, má ṣe sá fún. Bó tilẹ̀ jẹ́ pé ó lè padà lò ọ́ fún òògùn owó, tí o sì máa kú, tìrẹ ni yóò jẹ́ ìkẹyìn.","Ti o ba mo pe orekunrin re maa n se oogun owo, ma se sa fun. Bo tile je pe o le pada lo o fun oogun owo, ti o si maa ku, tire ni yoo je ikeyin.","Tí o bá mọ̀ pé ọ̀rẹ́kùnrin rẹ máa ń ṣe oogùn owó, ma ṣe sa fún. Bó tilè jé pe ó le padà lo ó fún òogùn owó, tí o sì máa kú, tìrẹ ni yoo jẹ ìkẹyìn.","Tí o bá mò pé òrẹ́kunrin rẹ maa n ṣe òògun owó, ma se sa fún. Bo tilẹ̀ jé pé ó lè pada lo o fún òogùn owó, tí o sì máa ku, tìrẹ ni yoò je ikeyin.","Ti o ba mò pe òrẹkunrin re maa n se oogun owo, ma ṣe sa fun. Bo tile jẹ pé o le pada lo o fun oogun owó, ti o si maa kú, tìre ni yoò je ìkeyìn.","sarcastic","BBC News","original"
"420","Bàba kúdí ga ní ènìyàn, ó kàn nílátí gun àga kí ẹ tó ó ri ní àárín ọ̀pọ̀ ènìyàn","Baba kudi ga ni eniyan, o kan nilati gun aga ki e to o ri ni aarin opo eniyan","Bàba kudí ga ni ènìyàn, ó kàn nílátí gun aga kí ẹ tó ó ri ní aárín ọpọ̀ èniyàn","Bàba kúdí ga ní enìyàn, o kan nilati gun àga ki e tó ó ri ni aárin ọ̀pọ̀ èniyàn","Baba kúdi ga ni enìyàn, ó kan nilati gun aga ki ẹ to ó ri ni àarin ọ̀pọ ènìyan","sarcastic","Crowdsourcing","original"
"421","O ti yó lo wí, o sì ṣíwọ́ nídì Àmàlà","O ti yo lo wi, o si siwo nidi Amala","O ti yó lo wí, o sì ṣíwọ́ nídì Àmalà","O ti yo lo wí, o sì ṣíwọ́ nídi Àmalà","O ti yo lo wi, o si siwo nidì Amàlà","sarcastic","Crowdsourcing","original"
