POLICY_NO,PRODUCT,BRANCH_NAME,REGION,ZONE_NAME,Plan,Sum_Assured,Premium,Sub_Plan,Vintage_Period
I-2008081801914,TRAVEL,Kanpur,UP AND UTRANCHAL,North,Individual  Standa,2000000,2002,Standard,90
I-2008081801952,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,2002,Standard,91
I-2008081801965,TRAVEL,Noida,Delhi II,North,Individual  Silver,4000000,997,Silver,35
I-2008081801975,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2000000,1570,Standard,49
I-2008081802041,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,2002,Standard,86
I-2008081802059,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,1398,Standard,63
I-2008081802071,TRAVEL,Dehradun,UP AND UTRANCHAL,North,Individual  Standa,2000000,799,Standard,19
I-2008081802144,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,549,Standard,14
I-2008081802170,TRAVEL,Nariman Point,Mumbai I,South,Individual  Silver,4000000,1124,Silver,35
I-2008081802225,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,1226,Gold,10
I-2008081802231,TRAVEL,Thane,Mumbai II,South,Individual  Platin,20000000,1342,Platinum,14
I-2008081802301,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,549,Standard,13
I-2008081802305,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,747,Standard,21
I-2008081902317,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,549,Standard,8
I-2008081902333,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,3215,Standard,91
I-2008081902383,TRAVEL,Ahmedabad II,Gujarat I,North,Individual  Standa,2000000,549,Standard,14
I-2008081902402,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,3561,Standard,182
I-2008081902429,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,716,Gold,12
I-2008081902514,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,20000000,1342,Platinum,12
I-2008081902528,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,479,Standard,7
I-2008081902557,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,3215,Standard,91
I-2008081902725,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Platin,20000000,1050,Platinum,16
I-2008081902729,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,614.5,Standard,121
I-2008081902787,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Silver,2700000,2653,Silver,266
I-2008081902817,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,406,Standard,5
I-2008081903039,TRAVEL,Calicut,Kerala,South,Individual  Standa,2000000,764,Standard,27
I-2008081903215,TRAVEL,Bangalore II,Karnatka,South,Individual  Standa,6025000,508.25,Standard,317
I-2008081903308,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,2000000,681,Standard,21
I-2008081903310,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,1400000,908.6666667,Silver,75
I-2008081903346,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,406,Standard,45
I-2008081903356,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,2000000,681,Standard,21
I-2008082003406,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,4000000,914,Silver,14
I-2008082003712,TRAVEL,Chinchwad,ROM and Goa,South,Individual  Silver,4000000,524,Silver,6
I-2008082003720,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,20000000,6079,Platinum,91
I-2008082003746,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,406,Standard,7
I-2008082003748,TRAVEL,Chinchwad,ROM and Goa,South,Individual  Standa,2000000,406,Standard,5
I-2008082003751,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,479,Standard,7
I-2008082003754,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,406,Standard,4
I-2008082003803,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,25000,324,Standard,89
I-2008082003804,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,10000000,546,Gold,7
I-2008082003830,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Standa,2000000,1199,Standard,42
I-2008082003871,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,3561,Standard,182
I-2008082003874,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,3561,Standard,182
I-2008082003876,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,549,Standard,9
I-2008082003889,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,3561,Standard,182
I-2008082003897,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,3561,Standard,182
I-2008082003964,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,406,Standard,7
I-2008082104081,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,3215,Standard,90
I-2008082104084,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,406,Standard,7
I-2008082104089,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,2000000,5486,Standard,154
I-2008082104152,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,406,Standard,7
I-2008082104243,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,681,Standard,18
I-2008082104251,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Silver,4000000,997,Silver,35
I-2008082104270,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,681,Standard,18
I-2008082104337,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,681,Standard,18
I-2008082104429,TRAVEL,Chembur,Mumbai I,South,Individual  Platin,500000,836,Platinum,365
I-2008082104510,TRAVEL,Chembur,Mumbai I,South,Individual  Platin,500000,836,Platinum,10
I-2008082104518,TRAVEL,Ahmedabad II,Gujarat I,North,Individual  Gold P,10000000,3719,Gold,84
I-2008082104572,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,1004,Silver,18
I-2008082104627,TRAVEL,Pitampura,Delhi II,North,Individual  Silver,4000000,437,Silver,7
I-2008082104841,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,764,Standard,27
I-2008082104887,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,764,Standard,27
I-2008082104888,TRAVEL,Nanded,ROM and Goa,South,Individual  Standa,2000000,549,Standard,8
I-2008082104952,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,764,Standard,27
I-2008082205091,TRAVEL,Kota,Rajasthan,North,Individual  Standa,2000000,406,Standard,7
I-2008082205473,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,5125000,957,Gold,36
I-2008082205566,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,14
I-2008082205679,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,437,Silver,5
I-2008082205704,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,733,Silver,19
I-2008082205715,TRAVEL,Patiala,Punjab And Jammu  Kashmir,North,Individual  Gold P,500000,10645,Gold,365
I-2008082205717,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,595,Silver,8
I-2008082205721,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Silver,4000000,1004,Silver,20
I-2008082305752,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,4000000,3280,Silver,120
I-2008082305894,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,41
I-2008082306112,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,656.5,Standard,112
I-2008082306117,TRAVEL,Bangalore II,Karnatka,South,Individual  Gold P,10000000,1070,Gold,26
I-2008082306119,TRAVEL,Ahmedabad II,Gujarat I,North,Individual  Silver,4000000,1124,Silver,35
I-2008082306129,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,50000,549,Standard,8
I-2008082306171,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,14
I-2008082306250,TRAVEL,Pitampura,Delhi II,North,Individual  Silver,4000000,997,Silver,35
I-2008082306591,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Standa,0,100,Standard,26
I-2008082306630,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,680,Standard,14
I-2008082306690,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Silver,4000000,2046,Silver,42
I-2008082306729,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008082306736,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,681,Standard,17
I-2008082306751,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Gold P,10000000,916,Gold,17
I-2008082406780,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,716,Gold,14
I-2008082506871,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,12
I-2008082506891,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,1004,Silver,18
I-2008082506901,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,1001,Standard,30
I-2008082506913,TRAVEL,Chinchwad,ROM and Goa,South,Individual  Standa,2000000,406,Standard,20
I-2008082506980,TRAVEL,Noida,Delhi II,North,Individual  Silver,4000000,997,Silver,35
I-2008082507125,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,14
I-2008082507159,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,20000000,4460,Platinum,90
I-2008082507255,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,916,Gold,19
I-2008082507374,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,10000000,546,Gold,4
I-2008082507416,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,2000000,681,Standard,15
I-2008082507425,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,7000000,959,Silver,202
I-2008082507452,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4000000,437,Silver,5
I-2008082507535,TRAVEL,Visakapatnam,Andhra Pradesh II,South,Individual  Silver,4000000,2208,Silver,91
I-2008082507576,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,934.5,Gold,63
I-2008082507747,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,681,Standard,16
I-2008082608381,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,584,Standard,11
I-2008082608440,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,916,Gold,19
I-2008082608449,TRAVEL,Pitampura,Delhi II,North,Individual  Gold P,10000000,1668,Gold,61
I-2008082608473,TRAVEL,Pitampura,Delhi II,North,Individual  Gold P,10000000,1668,Gold,61
I-2008082608474,TRAVEL,Chinchwad,ROM and Goa,South,Individual  Gold P,10000000,1428,Gold,49
I-2008082608692,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,10000000,2521,Gold,187
I-2008082709155,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,14
I-2008082709163,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,1000000,399.5,Standard,171
I-2008082709183,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,2000000,680,Standard,14
I-2008082709208,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,4161,Standard,182
I-2008082709274,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,406,Standard,7
I-2008082709488,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,2002,Standard,88
I-2008082709809,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,2303,Standard,61
I-2008082709810,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,406,Standard,7
I-2008082709853,TRAVEL,Nagpur,ROM and Goa,South,Individual  Platin,20000000,1050,Platinum,18
I-2008082709908,TRAVEL,Mahim,Mumbai I,South,Individual  Silver,4000000,8022,Silver,182
I-2008082810103,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,100000,807,Gold,25
I-2008082810141,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,4000000,2567,Silver,98
I-2008082810214,TRAVEL,Surat,Gujarat II,North,Individual  Silver,4000000,437,Silver,7
I-2008082810229,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,2000000,681,Standard,16
I-2008082810240,TRAVEL,Noida,Delhi II,North,Individual  Silver,4000000,4264,Silver,105
I-2008082810401,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,1025000,477.5,Standard,21
I-2008082810425,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,1900,Standard,78
I-2008082810434,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4000000,437,Silver,7
I-2008082810444,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,20000000,1337,Platinum,34
I-2008082810504,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,14
I-2008082810687,TRAVEL,Visakapatnam,Andhra Pradesh II,South,Individual  Standa,0,89,Standard,91
I-2008082810689,TRAVEL,Goa,ROM and Goa,South,Individual  Silver,4000000,595,Silver,8
I-2008082810700,TRAVEL,Surat,Gujarat II,North,Individual  Silver,4000000,642,Silver,10
I-2008082810712,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,1724,Standard,72
I-2008082810782,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,1017,Standard,30
I-2008082810787,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,815,Standard,14
I-2008082810794,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,250000,1210,Gold,31
I-2008082810841,TRAVEL,Noida,Delhi II,North,Individual  Silver,4000000,997,Silver,35
I-2008082911088,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Silver,3000000,816.5,Standard,95
I-2008082911128,TRAVEL,Ahmedabad II,Gujarat I,North,Individual  Silver,100000,4996,Silver,182
I-2008082911152,TRAVEL,Visakapatnam,Andhra Pradesh II,South,Individual  Silver,100000,641,Silver,14
I-2008082911155,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,479,Standard,7
I-2008082911179,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,4000000,437,Silver,7
I-2008082911212,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,20000000,626,Platinum,7
I-2008082911242,TRAVEL,Surat,Gujarat II,North,Individual  Silver,4000000,437,Silver,7
I-2008082911311,TRAVEL,Noida,Delhi II,North,Individual  Gold P,10000000,2499,Gold,77
I-2008082911321,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,14
I-2008082911352,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,1025000,877,Standard,66
I-2008082911364,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,890,Standard,28
I-2008082911367,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,890,Standard,28
I-2008082911525,TRAVEL,Bhikajicama Palace,Delhi I,North,Individual  Standa,2000000,406,Standard,7
I-2008083011739,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,877,Standard,153
I-2008083011764,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Platin,500000,1785,Platinum,28
I-2008083011897,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,10000000,546,Gold,5
I-2008083011981,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,546,Gold,7
I-2008083011983,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,6428,Standard,182
I-2008083012041,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,549,Standard,14
I-2008083012052,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,584,Standard,14
I-2008083012223,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,20000000,1184,Platinum,13
I-2008083012276,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,877,Standard,35
I-2008083012281,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,877,Standard,35
I-2008083012287,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,877,Standard,35
I-2008083012339,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,716,Gold,13
I-2008090112417,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,877,Standard,31
I-2008090112511,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,9
I-2008090112650,TRAVEL,Kolkata I,West Bengal,East,Individual  Platin,20000000,1337,Platinum,35
I-2008090112909,TRAVEL,Hyderabad III,Andhra Pradesh I,South,Individual  Gold P,10000000,1169,Gold,145
I-2008090113228,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,681,Standard,21
I-2008090213762,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,4000000,733,Silver,17
I-2008090213937,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,406,Standard,7
I-2008090213993,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Silver,4000000,1207,Silver,28
I-2008090214187,TRAVEL,Nagpur,ROM and Goa,South,Individual  Gold P,10000000,2757,Gold,62
I-2008090214198,TRAVEL,Thiruneveli,Tamilnadu,South,Individual  Standa,50000,1199,Standard,39
I-2008090214334,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Platin,20000000,1050,Platinum,21
I-2008090214573,TRAVEL,Solapur,ROM and Goa,South,Individual  Platin,20000000,836,Platinum,12
I-2008090214695,TRAVEL,Kanpur,UP AND UTRANCHAL,North,Individual  Standa,1025000,877,Standard,80
I-2008090214701,TRAVEL,Surat,Gujarat II,North,Individual  Silver,4000000,8022,Silver,182
I-2008090214735,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,716,Gold,9
I-2008090214801,TRAVEL,Andheri,Mumbai II,South,Individual  Platin,13333333.33,686,Platinum,118
I-2008090315037,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,764,Standard,27
I-2008090315792,TRAVEL,Andheri,Mumbai II,South,Individual  Platin,20000000,1801,Platinum,14
I-2008090415920,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,20000000,836,Platinum,14
I-2008090415930,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,406,Standard,7
I-2008090415948,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,20000000,836,Platinum,14
I-2008090416092,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Silver,4000000,642,Silver,14
I-2008090416093,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,877,Standard,35
I-2008090416151,TRAVEL,Kanpur,UP AND UTRANCHAL,North,Individual  Standa,2000000,877,Standard,35
I-2008090416285,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,3445,Silver,84
I-2008090416443,TRAVEL,Ahmedabad II,Gujarat I,North,Individual  Silver,4000000,524,Silver,6
I-2008090416461,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,10000000,1032.333333,Gold,168
I-2008090416562,TRAVEL,Surat,Gujarat II,North,Individual  Standa,2000000,549,Standard,14
I-2008090416609,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,584,Standard,10
I-2008090416616,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,549,Standard,10
I-2008090416672,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,867,Silver,25
I-2008090416695,TRAVEL,Bhikajicama Palace,Delhi I,North,Individual  Silver,4000000,642,Silver,12
I-2008090416711,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,2002,Standard,90
I-2008090516847,TRAVEL,Pitampura,Delhi II,North,Individual  Silver,4000000,867,Silver,28
I-2008090516853,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008090516905,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,479,Standard,7
I-2008090516919,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,549,Standard,10
I-2008090516933,TRAVEL,Indore,MP And Chattishgarh,East,Individual  Gold P,250000,716,Gold,365
I-2008090516934,TRAVEL,Pitampura,Delhi II,North,Individual  Platin,15000000,1270,Platinum,233
I-2008090516948,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,406,Standard,5
I-2008090517010,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,2000000,479,Standard,7
I-2008090517018,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,20000000,912,Platinum,6
I-2008090517028,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,406,Standard,7
I-2008090517037,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,479,Standard,7
I-2008090517044,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,406,Standard,7
I-2008090517114,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,406,Standard,7
